图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,彗星-预测置信度,地球-预测置信度,木星-预测置信度,火星-预测置信度,水星-预测置信度,月球-预测置信度,海王星-预测置信度,冥王星-预测置信度,土星-预测置信度,太阳-预测置信度,天王星-预测置信度,金星-预测置信度
../image_acquisition/dataset_split\val\Moon\182.jpg,5,月球,9,太阳,8,土星,11,金星,False,0.02325515,0.013515496,0.032649066,0.046995245,0.00046168733,0.056819525,0.0015850718,0.00035743488,0.16992186,0.58169407,0.0033222819,0.06942308
../image_acquisition/dataset_split\val\Moon\183.jpg,5,月球,5,月球,8,土星,6,海王星,True,3.754751e-05,0.0074889627,6.7157736e-05,0.000262174,0.00018096848,0.9607444,0.014891359,0.00013367852,0.015743295,0.00011307656,0.00017870839,0.00015868586
../image_acquisition/dataset_split\val\Moon\199.jpg,5,月球,5,月球,6,海王星,8,土星,True,2.8327989e-08,6.5269214e-06,3.2540083e-08,1.2748678e-06,3.0707693e-06,0.999876,9.437465e-05,3.387957e-06,1.0607401e-05,4.1806206e-08,5.879789e-07,4.0661803e-06
../image_acquisition/dataset_split\val\Moon\200.jpg,5,月球,5,月球,0,彗星,9,太阳,True,0.00052006426,1.8981892e-06,1.4151017e-09,1.5423531e-08,4.0905157e-10,0.99920875,8.263277e-09,5.2675024e-11,8.540011e-07,0.00026852344,4.1753907e-09,8.250836e-09
../image_acquisition/dataset_split\val\Moon\209.jpg,5,月球,5,月球,0,彗星,9,太阳,True,0.00034295715,8.1909286e-07,1.5122534e-07,5.63482e-08,7.12626e-08,0.99923706,0.00014420539,4.4351584e-10,8.012793e-05,0.00019047497,2.9136568e-06,1.1099937e-06
../image_acquisition/dataset_split\val\Moon\210.jpg,5,月球,5,月球,8,土星,6,海王星,True,6.29969e-06,0.000109639266,3.73045e-06,2.8048771e-05,6.265362e-05,0.9986922,0.00045280668,3.438273e-05,0.0005782701,1.6202683e-05,5.824844e-06,9.896183e-06
../image_acquisition/dataset_split\val\Moon\218.jpg,5,月球,5,月球,11,金星,1,地球,True,0.00020723615,0.032233216,0.0057943305,0.005762937,0.012795028,0.80398226,0.008891997,0.0033751812,0.028444773,0.0071011363,0.028747022,0.062664844
../image_acquisition/dataset_split\val\Moon\230.jpg,5,月球,5,月球,0,彗星,11,金星,True,4.956568e-06,4.8294015e-07,1.4625641e-07,3.1339244e-08,8.944594e-08,0.99999046,2.7406827e-08,1.4773478e-09,1.2050021e-06,9.958618e-07,1.05372976e-07,1.54298e-06
../image_acquisition/dataset_split\val\Moon\232.jpg,5,月球,5,月球,1,地球,8,土星,True,1.1379208e-09,0.010057189,1.2619893e-06,2.6228197e-06,1.7847085e-05,0.9859336,5.6479416e-06,3.9909633e-06,0.0038676488,3.8557642e-05,5.0449904e-05,2.109541e-05
../image_acquisition/dataset_split\val\Moon\233.jpg,5,月球,5,月球,1,地球,8,土星,True,4.9064503e-05,0.07122411,0.009722693,0.0006635509,0.0020565134,0.85412914,0.0048641195,0.0042646974,0.033341017,0.0006711828,0.013655064,0.0053588864
../image_acquisition/dataset_split\val\Moon\248.jpg,5,月球,5,月球,1,地球,8,土星,True,6.6868074e-07,0.0008267341,7.2945596e-07,1.9798956e-05,2.4945475e-06,0.9988746,1.033775e-05,3.2110606e-06,0.00022924159,1.9849662e-05,9.100777e-08,1.228793e-05
../image_acquisition/dataset_split\val\Moon\25.jpg,5,月球,5,月球,8,土星,4,水星,True,0.00012286987,0.0004816516,0.00015851881,8.273581e-05,0.0066525023,0.9415678,0.0011057119,0.0003115697,0.048802517,9.370242e-05,0.00027782074,0.00034264332
../image_acquisition/dataset_split\val\Moon\271.jpg,5,月球,5,月球,7,冥王星,8,土星,True,0.029118381,0.015210048,0.009950209,0.0015374002,0.010459881,0.84935784,0.0011622615,0.042726383,0.034786224,0.00076090393,0.0016352225,0.0032952074
../image_acquisition/dataset_split\val\Moon\272.jpg,5,月球,5,月球,1,地球,3,火星,True,3.072779e-05,0.00012223085,1.2756402e-07,6.0767677e-05,5.9587176e-08,0.99974316,6.800933e-07,2.178774e-06,8.281837e-06,2.8326107e-05,3.685366e-07,3.0244494e-06
../image_acquisition/dataset_split\val\Moon\273.jpg,5,月球,5,月球,1,地球,6,海王星,True,3.0833212e-07,8.1079816e-05,3.4829135e-08,1.1841122e-05,1.0248682e-05,0.99983966,3.54491e-05,7.1422875e-07,1.8828794e-05,4.6392103e-07,2.654284e-08,1.3873865e-06
../image_acquisition/dataset_split\val\Moon\275.jpg,5,月球,5,月球,8,土星,6,海王星,True,2.5346054e-07,4.8097994e-05,6.214532e-07,7.1851564e-06,8.103794e-07,0.99974555,5.0536513e-05,6.72388e-06,0.000121828016,1.4297888e-06,3.9872334e-06,1.2928472e-05
../image_acquisition/dataset_split\val\Moon\279.jpg,5,月球,5,月球,4,水星,8,土星,True,1.1285441e-07,1.6977716e-05,6.838957e-08,9.3514545e-06,0.001373993,0.9984194,1.3571244e-05,5.3719377e-06,0.00015605555,2.8863573e-07,2.6328282e-08,4.7942317e-06
../image_acquisition/dataset_split\val\Moon\280.jpg,5,月球,5,月球,8,土星,6,海王星,True,9.10918e-06,5.6088647e-05,3.927298e-05,5.7013494e-05,0.0004128687,0.9952714,0.00067838794,4.6376226e-05,0.0032460473,5.5793727e-05,2.2816263e-05,0.00010482936
../image_acquisition/dataset_split\val\Moon\281.jpg,5,月球,5,月球,4,水星,7,冥王星,True,3.7486625e-05,0.0129454145,0.0027867195,0.005721209,0.2565945,0.63532597,0.007976277,0.056142144,0.017746972,0.00015391209,0.00043440794,0.004134906
../image_acquisition/dataset_split\val\Moon\284.jpg,5,月球,1,地球,5,月球,6,海王星,True,6.643226e-05,0.96365875,6.706519e-05,0.0004920411,0.0001231429,0.030127099,0.0028862585,2.1988571e-06,0.00013478982,0.00083364354,0.00019532177,0.0014132825
../image_acquisition/dataset_split\val\Moon\288.jpg,5,月球,5,月球,9,太阳,1,地球,True,0.00014951699,0.0007524639,1.1460771e-08,1.1894602e-05,9.5530694e-08,0.9674529,1.4421418e-05,3.1916836e-09,1.6183099e-06,0.031616483,3.0694725e-08,5.307471e-07
../image_acquisition/dataset_split\val\Moon\289.jpg,5,月球,5,月球,1,地球,4,水星,True,4.2691695e-06,0.009098096,2.0566067e-06,0.0019783182,0.008217105,0.9789153,0.00083428767,0.00044148485,0.00027105276,6.5658794e-05,1.567524e-05,0.00015673289
../image_acquisition/dataset_split\val\Moon\290.jpg,5,月球,5,月球,9,太阳,11,金星,True,0.0001323018,0.0042540864,2.3612678e-05,0.0009993042,3.772631e-06,0.8189798,0.00066916493,1.25046045e-05,0.0008014801,0.16411595,0.0042883875,0.0057196063
../image_acquisition/dataset_split\val\Moon\295.jpg,5,月球,7,冥王星,8,土星,5,月球,True,5.0881124e-05,0.0033740206,0.00011942848,0.00023726036,0.0009106168,0.111231595,0.0016383186,0.6595556,0.21479978,0.00021283932,0.0077279103,0.00014177033
../image_acquisition/dataset_split\val\Moon\302.jpg,5,月球,5,月球,8,土星,1,地球,True,2.4973172e-06,0.0013876578,1.3389828e-05,4.372735e-05,0.0007439695,0.9902722,0.000665161,0.00014473363,0.006586906,4.4925804e-05,5.7306326e-05,3.7469355e-05
../image_acquisition/dataset_split\val\Moon\31.jpg,5,月球,5,月球,9,太阳,3,火星,True,0.007491857,0.0033739698,0.0002549061,0.012704181,0.00024456775,0.7655524,9.9074176e-05,0.00010820696,0.0034979368,0.2062268,4.9558894e-05,0.00039653093
../image_acquisition/dataset_split\val\Moon\312.jpg,5,月球,5,月球,1,地球,6,海王星,True,5.8969657e-05,0.0049589192,4.4225762e-06,1.0260856e-05,1.9592293e-05,0.99415743,0.00066159945,1.8428834e-06,6.6052206e-05,3.9863706e-05,1.679749e-05,4.247512e-06
../image_acquisition/dataset_split\val\Moon\313.jpg,5,月球,5,月球,8,土星,1,地球,True,0.00038750572,0.017729077,0.0029143945,0.0007907582,0.00026652214,0.9051751,0.000814129,0.0022107065,0.061674908,0.0021120624,0.0021867112,0.0037381083
../image_acquisition/dataset_split\val\Moon\317.jpg,5,月球,5,月球,1,地球,6,海王星,True,0.003602991,0.0365542,5.7491492e-05,0.00029383236,0.0015537003,0.9501136,0.0046280203,1.6293092e-05,0.0003331348,0.0007376146,0.0009510468,0.0011581365
../image_acquisition/dataset_split\val\Moon\32.jpg,5,月球,5,月球,6,海王星,1,地球,True,4.3656796e-06,0.0022743589,1.10103734e-07,0.0012968779,0.0008774675,0.99236757,0.0027627598,6.0209477e-05,0.0003294596,2.0852753e-05,1.1733025e-06,4.728521e-06
../image_acquisition/dataset_split\val\Moon\322.jpg,5,月球,5,月球,8,土星,6,海王星,True,1.650264e-06,9.276292e-05,2.5636614e-06,3.6683672e-05,1.4914729e-05,0.99894565,0.00018413186,2.0363732e-05,0.00066952314,2.3097764e-05,2.208236e-06,6.440527e-06
../image_acquisition/dataset_split\val\Moon\326.jpg,5,月球,9,太阳,5,月球,11,金星,True,5.993832e-05,0.0010299743,8.602759e-05,0.0064126467,8.457524e-06,0.15747875,0.00023104282,2.3505506e-06,0.0010426687,0.8093199,0.0002787783,0.024049377
../image_acquisition/dataset_split\val\Moon\328.jpg,5,月球,5,月球,8,土星,3,火星,True,0.0012053227,0.009452182,0.0001630947,0.019658348,0.0003611963,0.9262491,0.0013981387,0.0001528738,0.027423156,0.012652949,0.00023586012,0.0010478543
../image_acquisition/dataset_split\val\Moon\331.jpg,5,月球,5,月球,8,土星,1,地球,True,9.365513e-05,0.008459285,0.0015976286,0.00083830906,0.0013381074,0.87645376,0.0009959368,0.00020198143,0.107463084,0.0015623164,7.675597e-05,0.0009191719
../image_acquisition/dataset_split\val\Moon\333.jpg,5,月球,5,月球,1,地球,11,金星,True,0.0064994753,0.09073588,0.00015673597,0.01551899,0.0027635612,0.79766524,0.005820516,7.082197e-05,0.0034392157,0.029550523,0.0011575556,0.04662145
../image_acquisition/dataset_split\val\Moon\336.jpg,5,月球,1,地球,5,月球,7,冥王星,True,3.7556834e-05,0.9120244,0.0002293242,0.00018029465,5.6045516e-05,0.081768215,0.000143205,0.004805403,0.0005247081,0.00018558245,1.04179435e-05,3.4831257e-05
../image_acquisition/dataset_split\val\Moon\339.jpg,5,月球,0,彗星,5,月球,9,太阳,True,0.59100974,0.00044624662,0.0005396926,0.0074752816,4.4614703e-06,0.3715494,9.4417046e-05,0.0009759461,0.006552902,0.020798527,0.0001692773,0.0003841717
../image_acquisition/dataset_split\val\Moon\345.jpg,5,月球,5,月球,8,土星,11,金星,True,3.831357e-06,0.0001613656,0.00024268289,8.53867e-05,0.00013368265,0.99474984,3.4685538e-05,3.0374396e-05,0.0038037621,0.00029402712,7.092906e-06,0.00045334958
../image_acquisition/dataset_split\val\Moon\348.jpg,5,月球,5,月球,1,地球,11,金星,True,1.2627813e-05,0.00095059926,4.8921105e-05,1.5166835e-05,5.647386e-05,0.9986076,9.6613085e-06,3.703139e-06,7.10758e-05,3.3710894e-05,1.383454e-05,0.00017657738
../image_acquisition/dataset_split\val\Moon\349.jpg,5,月球,5,月球,6,海王星,1,地球,True,7.647301e-06,0.00043939493,5.1988773e-06,0.00018612349,5.446405e-05,0.9964212,0.0023548428,0.00010760418,0.00037034953,3.187059e-05,4.6867312e-06,1.662207e-05
../image_acquisition/dataset_split\val\Moon\35.jpg,5,月球,5,月球,1,地球,8,土星,True,2.0699716e-05,0.02607876,0.00029952306,0.00037406033,0.00054885104,0.96804184,0.0002994591,0.0017769712,0.0023796763,0.00010013791,5.0438244e-05,2.9704692e-05
../image_acquisition/dataset_split\val\Moon\350.jpg,5,月球,5,月球,2,木星,0,彗星,True,0.0030705188,3.6586148e-06,0.0067368606,8.993826e-05,1.479434e-06,0.9886777,8.721655e-05,1.3916929e-07,0.00017246543,0.0007160939,1.5560023e-05,0.00042835958
../image_acquisition/dataset_split\val\Moon\351.jpg,5,月球,5,月球,8,土星,11,金星,True,3.831357e-06,0.0001613656,0.00024268289,8.53867e-05,0.00013368265,0.99474984,3.4685538e-05,3.0374396e-05,0.0038037621,0.00029402712,7.092906e-06,0.00045334958
../image_acquisition/dataset_split\val\Moon\356.jpg,5,月球,5,月球,1,地球,8,土星,True,0.000104818166,0.0069489484,0.00024130801,0.0020553868,0.003503671,0.9803075,0.00025284136,0.0011121699,0.004753393,0.00048318642,3.817348e-05,0.00019855211
../image_acquisition/dataset_split\val\Moon\36.jpg,5,月球,4,水星,8,土星,5,月球,True,4.8793186e-06,0.002893873,0.0001549996,0.00052046834,0.40151557,0.1014553,0.006746757,0.06305017,0.38996074,0.00036696784,0.031069051,0.0022611911
../image_acquisition/dataset_split\val\Moon\367.jpg,5,月球,5,月球,8,土星,1,地球,True,2.2056201e-05,0.0012047085,0.0004182174,9.4193594e-05,1.3700754e-05,0.9765569,0.00019964797,0.00021909,0.020421417,0.00038374055,0.00012185978,0.00034445288
../image_acquisition/dataset_split\val\Moon\375.jpg,5,月球,5,月球,8,土星,0,彗星,True,0.002351585,0.00063844485,0.00041142484,0.00019872196,0.00030075852,0.99097013,1.7170132e-05,8.114573e-06,0.0032558804,0.001269601,8.5020096e-05,0.0004931539
../image_acquisition/dataset_split\val\Moon\377.jpg,5,月球,5,月球,1,地球,9,太阳,True,6.912818e-07,3.6401256e-05,5.5078374e-07,7.018219e-07,4.6873825e-07,0.99991024,4.975046e-08,6.760715e-08,3.5491396e-06,2.4527442e-05,1.307267e-07,2.2576762e-05
../image_acquisition/dataset_split\val\Moon\383.jpg,5,月球,5,月球,6,海王星,1,地球,True,4.370433e-05,0.016032368,3.5367746e-05,0.00016345896,0.0019804318,0.896035,0.07297949,0.0008781356,0.0022463566,0.000113654314,0.008802125,0.0006898906
../image_acquisition/dataset_split\val\Moon\385.jpg,5,月球,5,月球,3,火星,1,地球,True,0.0011676325,0.093844,0.0021605776,0.11655703,0.012078884,0.6763806,0.001530631,0.059133045,0.02462057,0.009834617,0.000143892,0.0025485214
../image_acquisition/dataset_split\val\Moon\395.jpg,5,月球,5,月球,1,地球,9,太阳,True,2.8382841e-05,0.03364616,8.909615e-07,1.4167869e-05,0.00014890292,0.9653356,3.4252357e-06,1.9624113e-06,0.00024475905,0.00047556052,6.4695683e-07,9.954866e-05
../image_acquisition/dataset_split\val\Moon\398.jpg,5,月球,5,月球,4,水星,8,土星,True,0.0004891747,0.0062830504,0.005321837,0.0007478689,0.030677767,0.9382906,0.0010388856,0.0015854189,0.01412999,0.0004812303,0.00046554938,0.00048859324
../image_acquisition/dataset_split\val\Moon\403.jpg,5,月球,6,海王星,3,火星,1,地球,False,0.00023682155,0.15398936,0.00090434257,0.19441272,0.0050461083,0.0935561,0.35143346,0.0032500308,0.02704126,0.019903727,0.14219613,0.008029971
../image_acquisition/dataset_split\val\Moon\405.jpg,5,月球,9,太阳,5,月球,11,金星,True,0.0008586007,0.0035486014,0.006234726,0.005557981,2.7593675e-05,0.43011424,5.0222563e-05,0.00013023289,0.011129636,0.51666456,0.00035536714,0.02532825
../image_acquisition/dataset_split\val\Moon\413.jpg,5,月球,5,月球,7,冥王星,8,土星,True,0.024469763,0.012947807,0.00055472064,0.014725208,0.00826657,0.8471546,0.010773141,0.04903939,0.02720473,0.0013942238,0.00021508845,0.0032547133
../image_acquisition/dataset_split\val\Moon\418.jpg,5,月球,5,月球,0,彗星,9,太阳,True,0.0060115634,3.9500246e-05,1.9802375e-05,0.00014872235,8.462237e-06,0.9925269,6.726297e-05,4.5728825e-06,0.0003474347,0.0008055219,7.29812e-06,1.2990184e-05
../image_acquisition/dataset_split\val\Moon\423.jpg,5,月球,5,月球,1,地球,0,彗星,True,0.0045213867,0.060655475,2.2963455e-05,0.00036123433,4.8193844e-05,0.93120754,0.00037999693,3.0887004e-05,0.0019948694,0.00063728663,7.973429e-05,6.0456812e-05
../image_acquisition/dataset_split\val\Moon\432.jpg,5,月球,5,月球,8,土星,11,金星,True,7.4919167e-06,0.00042025786,0.0004211831,0.00033308717,5.80842e-05,0.99285537,8.247709e-05,9.817355e-05,0.0027535716,0.0010754651,6.4189204e-05,0.0018306643
../image_acquisition/dataset_split\val\Moon\438.jpg,5,月球,5,月球,8,土星,1,地球,True,7.187968e-05,0.13577203,0.0016660896,0.007509948,0.00024828923,0.49876767,0.08353292,0.0019504807,0.14814106,0.0066609816,0.093531735,0.02214695
../image_acquisition/dataset_split\val\Moon\439.jpg,5,月球,5,月球,1,地球,8,土星,True,0.00012133887,0.00015962217,1.2657336e-05,4.1470335e-06,6.371987e-07,0.99940467,9.5328745e-05,4.9465166e-06,0.00015278098,5.6618555e-06,3.6302787e-05,1.9795987e-06
../image_acquisition/dataset_split\val\Moon\44.jpg,5,月球,5,月球,1,地球,8,土星,True,0.056567196,0.112858914,0.0019474304,0.011442661,0.0032860509,0.6955539,0.0046802848,0.013595133,0.07958287,0.015801756,0.00091987295,0.0037639206
../image_acquisition/dataset_split\val\Moon\441.jpg,5,月球,5,月球,8,土星,4,水星,True,6.627644e-06,5.9979306e-05,3.124573e-05,4.2063013e-05,0.0014058382,0.97660017,7.752858e-05,0.0001516865,0.021578996,1.3135782e-05,8.609113e-06,2.4115836e-05
../image_acquisition/dataset_split\val\Moon\448.jpg,5,月球,5,月球,9,太阳,0,彗星,True,0.1869306,0.0872346,0.01107961,0.034794156,0.0008301218,0.41162792,0.0026768206,0.0006207055,0.01624576,0.23877566,0.0009883422,0.0081957085
../image_acquisition/dataset_split\val\Moon\450.jpg,5,月球,5,月球,1,地球,6,海王星,True,0.00015990375,0.0031677557,0.00015611603,7.75268e-05,3.4670159e-06,0.9955959,0.00043581115,2.5283563e-05,0.00022115826,6.694831e-05,4.1503754e-05,4.8689028e-05
../image_acquisition/dataset_split\val\Moon\452.jpg,5,月球,5,月球,8,土星,7,冥王星,True,4.802087e-06,3.3571563e-05,1.3372737e-06,0.00011693948,2.4091472e-05,0.99551255,5.1733412e-05,0.0005938875,0.0036207547,2.1662225e-05,2.5751172e-06,1.618383e-05
../image_acquisition/dataset_split\val\Moon\457.jpg,5,月球,5,月球,4,水星,6,海王星,True,9.203892e-09,3.6075426e-07,3.8696154e-11,1.1918438e-06,0.17487098,0.8250286,7.737701e-05,1.786887e-05,3.5797193e-06,1.2601555e-08,8.0925877e-10,8.545475e-09
../image_acquisition/dataset_split\val\Moon\47.jpg,5,月球,5,月球,8,土星,6,海王星,True,1.682046e-06,3.1837582e-05,1.5949184e-06,2.573157e-05,1.158883e-05,0.9993728,0.00020531312,1.34966e-05,0.0003215887,8.504807e-06,1.4210764e-06,4.5297757e-06
../image_acquisition/dataset_split\val\Moon\472.jpg,5,月球,5,月球,1,地球,11,金星,True,9.916347e-07,0.0004970301,6.826509e-07,1.1466484e-06,1.9590173e-06,0.9991198,6.3587936e-06,2.1614618e-08,3.4520074e-06,8.000897e-05,2.503321e-06,0.0002860036
../image_acquisition/dataset_split\val\Moon\482.jpg,5,月球,5,月球,1,地球,11,金星,True,0.00095297967,0.042078726,0.008882091,0.00059317285,8.985591e-05,0.93078464,3.3005676e-05,0.00077336805,0.0006410396,0.0009264054,0.0001062746,0.014138448
../image_acquisition/dataset_split\val\Moon\485.jpg,5,月球,5,月球,11,金星,7,冥王星,True,0.0039979257,0.0058681453,0.1502955,0.01788244,0.008773035,0.3443571,0.004627562,0.18806688,0.015358042,0.0036623655,0.0147101795,0.24240077
../image_acquisition/dataset_split\val\Moon\49.jpg,5,月球,5,月球,1,地球,8,土星,True,2.7455414e-07,0.00130822,1.5221998e-07,3.001321e-05,9.280053e-05,0.9983627,8.425886e-05,4.191099e-06,9.906311e-05,1.3280035e-06,2.4677834e-07,1.6728573e-05
../image_acquisition/dataset_split\val\Moon\495.jpg,5,月球,5,月球,1,地球,11,金星,True,1.8109947e-08,4.6074027e-05,1.6042552e-06,3.519495e-06,1.723641e-06,0.99993587,2.3455468e-06,3.5339792e-07,3.2145915e-06,3.9067217e-07,1.7959945e-07,4.718236e-06
../image_acquisition/dataset_split\val\Moon\511.jpg,5,月球,5,月球,1,地球,11,金星,True,0.0006894922,0.027080016,0.00065714115,0.001479548,0.00083090627,0.9570786,0.0006943446,0.00096475467,0.0034272713,0.0009144119,0.001081705,0.005101805
../image_acquisition/dataset_split\val\Moon\512.jpg,5,月球,5,月球,9,太阳,11,金星,True,0.0045096953,0.005780968,0.0125743365,0.00027117846,1.1969757e-05,0.8371191,4.2627853e-05,3.8092578e-06,0.0006359362,0.12557891,0.00011218792,0.013359225
../image_acquisition/dataset_split\val\Moon\519.jpg,5,月球,5,月球,1,地球,0,彗星,True,8.089245e-09,3.3310474e-08,1.4519975e-11,7.861901e-12,4.19492e-11,1.0,2.3795868e-10,1.0944313e-11,1.2979878e-10,8.42191e-11,2.2324535e-10,4.574053e-10
../image_acquisition/dataset_split\val\Moon\523.jpg,5,月球,5,月球,4,水星,1,地球,True,1.6875986e-06,1.5557633e-05,1.0352173e-06,9.322707e-06,2.023401e-05,0.9999331,3.3952776e-07,2.0500725e-06,1.5284506e-05,1.0413207e-06,2.904366e-08,3.152649e-07
../image_acquisition/dataset_split\val\Moon\526.jpg,5,月球,5,月球,9,太阳,8,土星,True,0.00031425973,0.0009073358,0.00048468827,0.0027376388,3.55718e-05,0.6430622,9.5643745e-06,8.5480715e-05,0.0040101605,0.34451377,8.9827525e-05,0.0037495247
../image_acquisition/dataset_split\val\Moon\527.jpg,5,月球,5,月球,9,太阳,6,海王星,True,0.0001784016,0.0015687287,3.9298544e-07,6.1419937e-06,3.796863e-08,0.98598504,0.0029728275,8.22082e-09,6.7008036e-06,0.009246788,1.9241814e-05,1.5609028e-05
../image_acquisition/dataset_split\val\Moon\53.jpg,5,月球,4,水星,5,月球,7,冥王星,True,0.026553672,0.0007522634,0.002765367,0.000857806,0.51124454,0.3342788,0.043995757,0.0579717,0.018054927,0.0013302808,0.0009258558,0.0012690662
../image_acquisition/dataset_split\val\Moon\540.jpg,5,月球,5,月球,9,太阳,1,地球,True,0.00010959706,0.0033313946,2.8238712e-06,1.2062559e-05,5.2153183e-07,0.9872277,0.002058983,1.17726835e-07,2.7836368e-05,0.003387707,0.00090669293,0.002934546
../image_acquisition/dataset_split\val\Moon\546.jpg,5,月球,5,月球,8,土星,7,冥王星,True,6.08989e-05,0.0004620442,0.00017909547,7.2147974e-05,0.00096850784,0.97257173,0.00017690954,0.0039084577,0.020729998,8.6800464e-05,0.0004051466,0.00037826205
../image_acquisition/dataset_split\val\Moon\553.jpg,5,月球,5,月球,1,地球,6,海王星,True,0.0004860394,0.23196566,4.8745846e-05,0.0059022657,0.008391219,0.55143446,0.19688289,0.0005131527,0.0005069228,0.0012157083,0.001741033,0.000911906
../image_acquisition/dataset_split\val\Moon\554.jpg,5,月球,10,天王星,6,海王星,1,地球,False,0.00011226067,0.1356042,0.0001528887,0.0006093175,0.00025150797,0.010935981,0.32441127,3.3129647e-05,0.008705518,0.0011547531,0.51477575,0.0032533556
../image_acquisition/dataset_split\val\Moon\555.jpg,5,月球,5,月球,1,地球,9,太阳,True,4.29855e-05,0.014552878,2.4582865e-05,8.1242106e-05,0.00011539786,0.9842933,2.819988e-05,3.147064e-05,0.00018728511,0.000614722,7.3140977e-06,2.0664671e-05
../image_acquisition/dataset_split\val\Moon\56.jpg,5,月球,5,月球,0,彗星,11,金星,True,3.2959295e-05,9.008157e-06,7.560794e-07,3.3741418e-07,5.983391e-07,0.99991417,6.3899815e-06,2.0648703e-07,1.4889897e-06,4.478172e-06,1.3088242e-05,1.6559501e-05
../image_acquisition/dataset_split\val\Moon\575.jpg,5,月球,5,月球,1,地球,11,金星,True,8.219314e-07,6.6827233e-06,2.1927242e-08,2.0777278e-09,1.2962172e-09,0.99998295,4.3761028e-07,5.5705636e-09,7.609793e-08,3.5314872e-07,2.8120949e-06,5.8151495e-06
../image_acquisition/dataset_split\val\Moon\58.jpg,5,月球,5,月球,8,土星,6,海王星,True,1.999145e-05,0.00026562085,2.4835525e-05,4.0130526e-05,0.00018321032,0.98851156,0.0003316699,0.00012809245,0.01034784,4.54396e-05,3.509954e-05,6.655402e-05
../image_acquisition/dataset_split\val\Moon\580.jpg,5,月球,5,月球,0,彗星,1,地球,True,0.40926817,0.07675776,0.00041526166,0.0002987189,0.00059094897,0.42540255,0.015619374,1.4824186e-05,0.029547337,0.03617268,0.00445669,0.0014556341
../image_acquisition/dataset_split\val\Moon\585.jpg,5,月球,5,月球,11,金星,1,地球,True,2.067043e-07,1.0136831e-06,5.816367e-08,2.1421599e-08,4.8516902e-08,0.9999969,7.149248e-08,4.9082978e-09,1.0190534e-07,4.0229445e-08,1.7663728e-08,1.5234277e-06
../image_acquisition/dataset_split\val\Moon\586.jpg,5,月球,5,月球,0,彗星,9,太阳,True,0.0161613,0.00043063928,3.022922e-07,0.000116050775,6.2742276e-07,0.97059816,0.00076160417,6.9665724e-08,0.00028617246,0.011635142,6.7567494e-06,3.132573e-06
../image_acquisition/dataset_split\val\Moon\589.jpg,5,月球,9,太阳,2,木星,8,土星,False,0.022865735,0.033625353,0.20801845,0.0041201175,4.854476e-05,0.00058780075,0.00026002136,0.00021166791,0.11686349,0.57519066,0.0021200154,0.036088157
../image_acquisition/dataset_split\val\Moon\592.jpg,5,月球,5,月球,8,土星,6,海王星,True,6.458348e-06,3.262064e-05,2.67034e-07,6.160968e-07,1.6720534e-06,0.9994491,0.000107327316,4.3791802e-05,0.0003179403,5.621453e-06,3.3253116e-05,1.3844527e-06
../image_acquisition/dataset_split\val\Moon\600.jpg,5,月球,9,太阳,8,土星,11,金星,False,0.0011057862,0.0042358725,0.002861803,0.010673685,0.00061820576,0.0009813161,0.0014027364,0.0006549655,0.16680828,0.7500067,0.0067965784,0.053854063
../image_acquisition/dataset_split\val\Moon\608.jpg,5,月球,5,月球,0,彗星,6,海王星,True,0.023572888,0.00014890317,1.35202445e-05,0.000386541,3.641121e-05,0.9623186,0.008551862,2.4768617e-06,0.0014386225,0.0022601,0.0012481946,2.2010921e-05
../image_acquisition/dataset_split\val\Moon\609.jpg,5,月球,5,月球,11,金星,1,地球,True,5.681931e-06,0.0008214444,9.773861e-06,9.186049e-05,2.286316e-05,0.99264765,6.029597e-06,9.659941e-07,0.00012731923,0.0006503339,1.393442e-05,0.005602215
../image_acquisition/dataset_split\val\Moon\612.jpg,5,月球,5,月球,9,太阳,1,地球,True,0.0020277887,0.011143971,0.0004973553,0.00035683258,1.2318227e-06,0.9501422,0.00078162673,5.6975234e-05,0.0014097225,0.023312055,0.003869905,0.0064004054
../image_acquisition/dataset_split\val\Moon\616.jpg,5,月球,5,月球,8,土星,4,水星,True,4.7768986e-05,0.001598643,5.3826305e-05,0.00053894956,0.0033825557,0.98780304,0.00023187096,0.00014884984,0.00616701,1.7946662e-05,8.6993205e-06,9.445955e-07
../image_acquisition/dataset_split\val\Moon\619.jpg,5,月球,11,金星,5,月球,8,土星,True,0.0007382062,0.0953174,0.00084541977,0.038974307,0.0030755117,0.18393078,0.028634809,0.0014378619,0.15421562,0.10746103,0.06695152,0.3184175
../image_acquisition/dataset_split\val\Moon\620.jpg,5,月球,5,月球,8,土星,6,海王星,True,2.6972243e-06,4.6817662e-05,4.034097e-06,2.3538818e-05,1.3189455e-05,0.9981779,0.00013119422,2.860824e-06,0.0015827438,9.903641e-06,5.7932573e-07,4.509073e-06
../image_acquisition/dataset_split\val\Moon\636.jpg,5,月球,5,月球,1,地球,8,土星,True,7.2569644e-09,1.3847352e-06,2.0090187e-09,2.6207192e-09,3.355631e-08,0.9999982,3.0607188e-09,3.3662129e-09,2.7454038e-07,2.2179282e-08,1.4240589e-09,3.009024e-08
